Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
26,RPTI1eVFWH,Stanley Hale,Jane,Snyder,Bond LLC,+1-843-862-1583x80330,263.685.7588x2835,mikemelton@burgess.com,glennash@hall.org,https://www.spears.com/,Networking Event,Proposal Sent,Threat cell race goal.
27,of56chUWaS,Blake Richmond,Roger,Bauer,Carpenter-Fry,001-276-921-5217x5761,001-669-533-7552x032,pattersonchristy@duran-hubbard.com,brownbarbara@davies.biz,http://gentry-maddox.org/,LinkedIn Outreach,Negotiation,Wide alone court building best wait safe.
28,QA0PwszhfH,Ian Waters,Dennis,Hampton,Kane-Conley,735-566-7693,(435)305-8219x0019,cameronstuart@newman.com,dwall+ronnie56@chen.com,https://www.callahan.net/,Google Ads,Proposal Sent,These sing recent coach condition.
29,HCEc9TeNOG,Guy Chen,Candace,Marshall,"Cannon, Charles and Moss",001-877-273-0827x81669,+1-711-562-4248x090,michele69@adams-compton.com,camachoclinton@booth.biz,https://coleman.com/,Referral,Disqualified,Against activity others control.
30,2xvUc0koQC,Robert Hines,Colton,S.,Lynn and Sons,+1-998-524-0919x15813,+1-639-690-4878x609,uoneill@gordon-mendoza.com,lacey87@acevedo-marshall.biz,https://humphrey-suarez.biz/,Facebook Ads,Disqualified,Up few number.
31,qbbsXEH6uw,Douglas Rich,Lisa,Larsen,"Patrick, Avila and Fleming",+1-615-317-8251x3548,742.337.7913x299,charlestanner@king-cowan.com,gregoryherman@key.info,http://cox-travis.com/,Cold Email,Disqualified,Money sister have seven investment quality structure.
32,c3Rm9h1D3e,Mikayla Haynes,Dustin,G.,"Shaw, Lopez and Pena",(480)914-6264,319.781.1970,ronnieesparza+cherylvaughn@mcmahon.com,natashadowns@schmitt.com,https://www.burch.com/,Retargeting Ads,Closed Lost,Create behavior left old section make build.
33,57LXlt51Uj,Christine Lawrence,Audrey,Mcintyre,Love and Sons,001-969-995-2602x817,001-332-638-9743x183,fitzpatrickkristy@brooks.net,jacksongabriel@jefferson-oconnor.com,http://vance.net/,Podcast,New Lead,Organization concern hand suddenly third condition commercial I.
34,azlCHjWjaR,Alisha Bright,Grace,Stanton,Jensen Inc,+1-607-573-2386x823,001-406-937-7524x0393,jimenezstacy@munoz.com,uknox@patrick.com,https://lutz.net/,Other,Proposal Sent,Billion position fear.
35,eZBeNOvGv4,Caitlin Burgess,Shelia,Larson,"Kerr, Graham and Frederick",706-631-0454x241,465.818.2088x963,jonwatts@morris.org,blevinsbelinda@bennett.com,http://www.glass.org/,Social Media,Closed Lost,Responsibility talk contain mind big major condition job.
36,PL0QcDHSm5,Kristin Haney,Tracy,Dickerson,Berger Ltd,8955937833,842.273.3314,acarson@huynh.com,pashley@fischer.com,http://frey.net/,Website Form,Re-engagement,Night so general write line realize company the.
37,Nlz83HvU7O,Jackson Key,Yvette,M.,Schwartz Inc,537-553-4148,+1-726-296-1590,toni31@singleton.info,solisbrenda+wdudley@sharp-krueger.com,https://diaz.com/,Networking Event,New Lead,Series forward executive say.
38,BGbfTkpIPc,Claudia Contreras,Jermaine,Valenzuela,Esparza LLC,(813)976-4911,6183024061,rtyler@davila.com,diamond39@boone.com,http://wong.biz/,Direct Traffic,Negotiation,Industry never agent may direction put thought.
39,hrch2TBTHA,Jasmin Grimes,Joseph,Mccarthy,Thomas Ltd,(995)325-9492x7880,+1-876-255-1728x95504,rosariojerome@myers.com,fryetraci@petty.biz,http://richmond.biz/,Chatbot,Proposal Sent,Bag drive individual likely audience if perform.
40,NjBKbybQvl,Alexandra Mooney,Cassie,Morrison,Mack-Brandt,527.837.0708x729,+1-788-471-5838x6411,qbowers@blair-hess.com,natasha19@kerr-villa.com,http://smith.com/,Referral,New Lead,Arm mention his want statement suddenly.
41,SJBY0JCJie,Nicolas Francis,Erik,Mccoy,"Whitehead, Branch and Jackson",(389)591-0070x776,756-436-7361,mistypope@torres.info,mckinneynina@hardy.com,https://www.gilmore-mccullough.com/,Chatbot,New Lead,Fact receive region red.
42,2q2aLiGEWs,Tammy Mathews,Doris,Atkins,Alvarado-Delgado,001-911-377-4709,584.636.4550x79607,kristen20@lang-berg.net,eileenoconnor@livingston.info,http://www.pham-maldonado.com/,Webinars,Qualified,Doctor area national spend.
43,6Ai5HvOvZA,Melissa Mathis,Whitney,Savage,Steele LLC,+1-938-415-9042x9612,(261)376-9563x6058,ricecody@hodges.com,mayoglen@chaney.com,http://bruce-davis.net/,Purchased List,Closed Won,Cover news deal who city fact draw little.
44,DuUhmExy2Q,Kara Carpenter,Caleb,Delgado,"Munoz, Willis and Liu",(613)679-0221x76632,419.855.5096x9790,chorne@faulkner.com,qwhite@benjamin.org,https://hendrix.com/,Webinars,Disqualified,Section country in describe development very white professional.
45,L17Y1AENWj,Heidi Green,Jeff,Keith,Herring-Mcguire,534.693.0281x5458,001-835-313-9131x2663,umathews@lamb-braun.org,oali@owen-levy.biz,https://yu-clements.org/,Social Media,Negotiation,High black bank use.
46,Tvxc3C8AUA,Alice Hines,Ruth,Mcdonald,Kelly-Mosley,481.901.0918x231,+1-980-594-1368x06149,jward@reid.net,robinlynch@leonard.com,http://durham.com/,Referral,On Hold,Smile major respond environment heavy move.
47,NiKnvgjYuU,Lawrence Moyer,Ruth,Kline,Oliver-Lane,001-465-659-6670x26899,963.645.0028x47444,lynchjim@tran.com,charlotte88@dalton.com,http://ball.info/,Retargeting Ads,Negotiation,Last available image member.
48,of56chUWaS,Blake Richmond,Roger,B.,Carpenter-Fry,001-276-921-5217x5761,001-669-533-7552x032,brownbarbara@davies.biz,pattersonchristy@duran-hubbard.com,http://gentry-maddox.org/,LinkedIn Outreach,Negotiation,Wide alone court building best wait safe.
49,IF5J43VTEE,Javier Rowe,Ashlee,Salas,"Collier, Ellis and Delgado",823-503-6109x4468,(441)473-5349x661,jgregory@harper.com,karinacross@burnett-myers.biz,http://www.weiss.com/,Google Ads,Contacted,Population road agreement make.
50,S6KsIn42MG,Jade Coffey,Tracey,Mccall,Rivera-Lee,+1-262-730-7320x393,(627)442-6211,adrienneatkinson@fleming.biz,sampsonleroy@dean-saunders.org,https://www.stanton-ramsey.com/,Trade Show,Closed Won,Program weight hand face difficult find.
51,fIUzTT0w6s,Stacy Stephenson,Cassidy,Shields,Hoffman PLC,319-336-8673,884-668-8738x6207,russellchelsea@downs.com,iwebb@willis.com,https://edwards.info/,Organic Search (SEO),Disqualified,Travel year yet garden recently who voice.
52,ZJD995qYxV,Jasmine Grant,Vanessa,Cameron,Rhodes-West,381-967-9729x7748,+1-336-811-5516,bonniefuentes@cobb-chapman.com,ronaldwatson@bartlett-holmes.biz,https://cochran.net/,Retargeting Ads,Qualified,Mention charge law yeah dark three approach.
53,hYP06grCkV,Louis Mcbride,Eduardo,Cherry,Trevino and Sons,(575)754-8487x4517,521-913-3925x653,hunter21@newton.com,alicemccormick@coleman-griffin.com,http://greer.com/,Website Form,Disqualified,What story produce teach throw.
54,9yVG1ZG9Bm,Diamond Mercado,Haley,Medina,"Galvan, Keith and Fuller",439-912-0542x18432,639-228-5743,andersoncindy@travis.com,kelliecarson@barton.com,http://www.burns-schroeder.com/,Referral,Closed Lost,Sit her instead wonder.
55,57LXlt51Uj,Christine Lawrence,Audrey,Mcintyre,Love and Sons,001-332-638-9743x183,001-969-995-2602x817,fitzpatrickkristy@brooks.net,jacksongabriel@jefferson-oconnor.com,https://vance.net/,Podcast,New Lead,Begin book attention common.
56,eepZrltxdM,Tim Payne,Dwayne,Mclaughlin,Jenkins Inc,7483828059,967.494.3448,elizabethreyes@salas.net,alexander73@huffman-hanson.com,http://www.oneill-prince.com/,Organic Search (SEO),Proposal Sent,Thought rest expect government phone.
57,NKw6fQINLL,Bruce Koch,Anne,Hancock,Combs and Sons,933.449.7289x70041,954.950.4224,snowjenna@hahn.info,ross10@zavala.com,https://key-lin.com/,Cold Email,Disqualified,As go nor shake score.
58,vNw3R78H08,Leroy Sutton,Leonard,Zimmerman,Dunn Inc,6277047968,233.412.5831x01536,johnathanguzman@hancock-dudley.com,robinsonclaudia@mcintyre-hobbs.org,https://dorsey-maynard.com/,Referral,On Hold,Nor court financial which while.
59,of56chUWaS,Blake Richmond,Roger,Bauer,Carpenter-Fry,001-669-533-7552x032,001-276-921-5217x5761,pattersonchristy@duran-hubbard.com,brownbarbara+kerri23@davies.biz,http://gentry-maddox.org/,LinkedIn Outreach,Negotiation,Read government huge very indicate later say.
60,pxPyHvY50P,Cassandra Fitzpatrick,Miranda,Everett,Solomon Ltd,001-884-930-0369,+1-937-731-7804,cochranthomas@stein-blake.com,edwin16@wiley.com,https://simpson.org/,Social Media,Disqualified,Phone finish pressure sell child.
61,pxPyHvY50P,Cassandra Fitzpatrick,Miranda,Everett,Solomon Ltd,+1-937-731-7804,001-884-930-0369,cochranthomas@stein-blake.com,edwin16@wiley.com,http://simpson.org/,Social Media,Disqualified,Partner event explain knowledge go meet may reduce.
62,Jtj0tk1Z4y,Brian Mata,Catherine,Jenkins,Burke-Jensen,001-373-224-1471x26887,+1-339-360-8780x6804,joshua49@flynn.com,swansonangelica@jackson.com,http://shea-watts.org/,Website Form,Closed Lost,Economy picture choice talk smile most ask.
63,SJBY0JCJie,Nicolas Francis,Erik,Mccoy,"Whitehead, Branch and Jackson",756-436-7361,(389)591-0070x776,mistypope@torres.info,mckinneynina@hardy.com,http://www.gilmore-mccullough.com/,Chatbot,New Lead,Left something join easy over although doctor pattern.
64,UlJWszMHSM,Phyllis Richards,Cathy,Taylor,"Frost, Camacho and Salazar",+1-412-865-1630x7139,957-366-4947x783,april36@montgomery.com,alvinpadilla@meadows-roman.net,http://mcintyre-rosales.com/,Google Ads,Closed Lost,Mission pretty every industry simple.
65,XN1FM31icm,Chelsey Downs,Sheri,Nelson,Dorsey Ltd,+1-721-626-4676x27287,(530)867-0261x6244,delacruzjeff@allison.info,pnash@haley.com,http://www.branch.com/,Webinars,Negotiation,Guess those talk spring.
66,ZJD995qYxV,Jasmine Grant,Vanessa,C.,Rhodes-West,381-967-9729x7748,+1-336-811-5516,ronaldwatson+tyler44@bartlett-holmes.biz,bonniefuentes@cobb-chapman.com,https://cochran.net/,Retargeting Ads,Qualified,Mention charge law yeah dark three approach.
67,Nlz83HvU7O,Jackson Key,Yvette,M.,Schwartz Inc,+1-726-296-1590,537-553-4148,toni31+albertrichards@singleton.info,solisbrenda@sharp-krueger.com,https://diaz.com/,Networking Event,New Lead,Series forward executive say.
68,m5VUBIlQiE,Stacy Steele,Michaela,Mclean,Ball-Chung,001-966-936-1325x15657,+1-633-841-7004x71529,gcrane@compton.com,chavezglenda@velasquez-vance.com,http://www.howe.org/,Referral,On Hold,Bill read spring best peace.
69,6vikvo2mtR,Earl Harrington,Carl,Summers,"Conner, Rogers and Henry",626.434.8844x35833,501-271-5200x9531,xbarber@walsh.com,trevinoadrienne@matthews.org,https://pope.com/,Cold Call,Contacted,Family build bank morning.
70,Jtj0tk1Z4y,Brian Mata,Catherine,J.,Burke-Jensen,001-373-224-1471x26887,+1-339-360-8780x6804,swansonangelica+dillonmosley@jackson.com,joshua49@flynn.com,http://shea-watts.org/,Website Form,Closed Lost,Economy picture choice talk smile most ask.
71,YNvnRQhXrW,Jackie Russell,Selena,Kelley,Joseph-Gardner,451.242.3733,001-713-975-1707x8029,valenzuelachristina@graham-howell.com,richard15@lawson.com,https://shepherd.net/,Google Ads,New Lead,East miss senior whole summer under throughout.
72,NjBKbybQvl,Alexandra Mooney,Cassie,Morrison,Mack-Brandt,+1-788-471-5838x6411,527.837.0708x729,qbowers@blair-hess.com,natasha19@kerr-villa.com,https://smith.com/,Referral,New Lead,Three own probably.
73,BUj2HmdkRP,Bob Hansen,Austin,Le,Ryan Group,001-915-797-0248,652.376.4216,csilva@gonzales.info,jchandler@arellano-lowery.com,https://www.mckenzie.com/,Facebook Ads,On Hold,Fast analysis economy.
74,pVe1Ji65p9,Shannon Yang,Tiffany,Lindsey,Cisneros-Vazquez,(703)590-3354,351-659-6907,natasha98@schmitt.info,tlester@nguyen.com,http://yu-molina.com/,Purchased List,Proposal Sent,Hair office leader civil dog change.
75,YNvnRQhXrW,Jackie Russell,Selena,K.,Joseph-Gardner,451.242.3733,001-713-975-1707x8029,richard15@lawson.com,valenzuelachristina@graham-howell.com,https://shepherd.net/,Google Ads,New Lead,East miss senior whole summer under throughout.
76,J2UFPyHfaq,Thomas Ellis,Sonya,Cooper,Morgan-Castro,(724)502-1818x0296,(691)404-5650,lorettasalas@russell.net,mathisbrady@salinas.biz,http://mcfarland.biz/,Direct Traffic,Negotiation,War send stay child.
77,IF5J43VTEE,Javier Rowe,Ashlee,S.,"Collier, Ellis and Delgado",(441)473-5349x661,823-503-6109x4468,karinacross@burnett-myers.biz,jgregory@harper.com,http://www.weiss.com/,Google Ads,Contacted,Population road agreement make.
78,nshzl24ubu,Victoria Lam,Jodi,Dixon,"Church, Sexton and Holt",283.310.9139,(859)411-0381,kempfranklin@cervantes.com,cbell@carpenter.com,http://www.cherry-wong.com/,Social Media,Re-engagement,Condition major black recognize news Mrs place.
79,bC5cjIlDgz,Rebekah Hubbard,Shannon,Good,"Carter, Beasley and Holmes",532-488-7119x29107,342.592.4899x03831,loriboyer@wheeler.com,danielle31@melton.com,http://wall-andersen.com/,Content Marketing,Re-engagement,Up now drug street natural they.
80,344dkbMUjp,Tyrone Griffith,Leslie,Bailey,"Meza, Richards and Owens",920-922-5876x48756,589.370.4751,morrisvalerie@sandoval.info,qarias@owen-alvarez.com,http://www.knight.com/,Webinars,Closed Lost,Yet human employee firm safe book east.
81,ejH8vSxjD6,Jordan Newton,Roberta,Lane,Livingston and Sons,001-861-981-8915x182,426-647-1830x4198,leetravis@nicholson.net,wyattbarton@hester.com,http://www.page-mcmahon.info/,Content Marketing,Closed Lost,Perhaps least rock region as American contain space.
82,KM5LOhb2An,Matthew Acosta,Earl,Chase,Bullock-Harrington,738-409-0987,+1-554-875-8403x58718,johnsonalexandria@mcgee.com,qmckay@lester-morales.org,https://www.vega-clarke.net/,Partner Program,Closed Lost,Believe him how person main.
83,DuUhmExy2Q,Kara Carpenter,Caleb,D.,"Munoz, Willis and Liu",419.855.5096x9790,(613)679-0221x76632,qwhite@benjamin.org,chorne@faulkner.com,https://hendrix.com/,Webinars,Disqualified,Section country in describe development very white professional.
84,WE2uRdL5D2,Noah Boyer,Marc,Fernandez,Cox and Sons,837.508.7108,001-680-609-0991x52930,cherrysusan@blake.info,petersencalvin@clayton.com,http://owen.org/,Website Form,On Hold,Stuff popular some security next artist.
85,MmgcpACTHf,Chad Terry,Alice,Small,Chavez-Benton,001-347-759-4086x9446,587.585.2256x54894,gentrydeborah@pugh.com,veleztaylor@zhang.biz,https://mullen.com/,Referral,Qualified,Sort these determine black world rate.
86,jc8mm7gR2I,Tamara Terrell,Dominique,Cochran,Brennan Ltd,(387)550-4777,320-368-7257,andreastevens@alexander.com,bendersonia@ramos.com,https://guerra.com/,Trade Show,Disqualified,Senior short nearly close.
87,MLGHHrXRU9,Tamara Bradford,Lauren,Boyle,Garner-Cortez,001-606-902-8703x510,(666)495-4367,lloydcassidy@strong-keith.info,nolanmeredith+laura97@houston.com,https://www.montoya.net/,Social Media,Closed Lost,Question get above way threat current grow.
88,suiZ7Gs70i,Kenneth Vasquez,David,Clements,"Browning, Lopez and Bauer",001-610-825-5904x159,(660)287-9251,michaelahaney@moss.com,clynch@castro-bird.com,https://www.butler-boone.biz/,Cold Call,Contacted,Leg lay lay back affect.
89,qW4Ys4YQF4,Emily Gill,Trevor,Lee,Leach-Schmitt,001-341-660-4235,824.988.4908x1813,pam36@ellis-valdez.com,jacqueline62@ortega-hampton.com,https://www.zuniga.net/,Networking Event,Closed Won,Decide return about decide nothing somebody game.
90,AWkfH7Tj4o,Jillian Wheeler,Travis,Barr,Mata-Washington,001-259-485-8239,809-355-6883,arthurodom@frye.com,mcclainmelody@mejia.com,http://horne-christian.biz/,Facebook Ads,New Lead,Reach pretty opportunity expect drop another safe in.
91,6vikvo2mtR,Earl Harrington,Carl,S.,"Conner, Rogers and Henry",501-271-5200x9531,626.434.8844x35833,trevinoadrienne@matthews.org,xbarber@walsh.com,https://pope.com/,Cold Call,Contacted,Family build bank morning.
92,t30ddvyoFR,Ashley Curry,Kerri,Whitehead,Savage and Sons,441-678-5811,(688)564-4499,hrichards@jimenez-summers.com,dmontoya@bridges.com,https://www.rosales.com/,Chatbot,Contacted,Certainly that different answer themselves policy expect.
93,H5h7hrlB0L,Jared Tyler,Madeline,Mitchell,"Fitzpatrick, Lindsey and Mercer",938.898.4789x4518,894.835.2088,wsanders@townsend.com,williamsonroberto@wiley-stephenson.net,http://www.sexton-marsh.com/,Facebook Ads,Proposal Sent,Hope year stop buy.
94,c3Rm9h1D3e,Mikayla Haynes,Dustin,G.,"Shaw, Lopez and Pena",(480)914-6264,319.781.1970,ronnieesparza@mcmahon.com,natashadowns@schmitt.com,https://www.burch.com/,Retargeting Ads,Closed Lost,Create behavior left old section make build.
95,6s0cW0WQPd,Makayla Dillon,Jerome,Patrick,Walters LLC,+1-560-670-5483x27210,+1-590-948-1880x4399,emathis@fields.com,nbond@rangel.com,http://www.navarro.com/,Podcast,New Lead,Road maintain response their.
96,vIccvRra31,Cassandra Owens,Wayne,Knight,Rollins-Shaffer,844-551-6695,666.383.4898x067,holtjoel@hahn.com,ariel72@newman.info,https://www.sullivan-raymond.org/,Podcast,Proposal Sent,Response eye baby far.
97,LzUN6wbjzk,Tony Mack,Emma,Simon,Salas Inc,001-505-540-2626x18615,(949)836-8983,traviselijah@bird.com,bradforddiamond@cooke.net,http://young.com/,Networking Event,New Lead,Upon product care among.
98,gKh48XTKjz,Tricia Dunlap,Deanna,Brandt,Oneal-Alvarado,(879)322-5199,(344)950-7314x635,cassandra05@pratt.info,nwilson@myers.biz,https://www.orr.info/,Organic Search (SEO),New Lead,Reveal rich hold against administration behavior future.
99,6H0aZUZaah,Fernando Hooper,John,Frye,Drake-Hicks,2755047348,724-299-4741,wnoble@odom.com,kelli00@thornton.com,http://www.harmon.org/,Retargeting Ads,Closed Won,Operation part eye fund throw.
100,sbffHe6ZFL,Caroline Leblanc,Zoe,Chandler,Woodward Ltd,667-360-4540x6470,(696)890-0467,igood@sampson.com,stephenstracie@foster.com,http://www.hale-bradshaw.org/,Purchased List,Disqualified,Senior conference shake catch inside finally tend.
101,NjBKbybQvl,Alexandra Mooney,Cassie,Morrison,Mack-Brandt,+1-788-471-5838x6411,527.837.0708x729,qbowers@blair-hess.com,natasha19@kerr-villa.com,https://smith.com/,Referral,New Lead,Listen likely hope really kitchen prevent.
102,P7MpjiVYk4,Makayla Sosa,Collin,Salinas,Michael-Bean,522-497-4018,230-409-2721x51420,daughertycarla@schroeder.info,christian80@smith.com,http://levy.com/,Facebook Ads,Closed Lost,Much as popular.
103,g9llxpjHqY,Alexander Sullivan,Melinda,Shea,Rice and Sons,247.332.2875x5899,(823)260-4368x753,robert99@benitez-sampson.com,lori88@cox.com,http://kemp.net/,Referral,On Hold,Call phone fall minute yard paper still.
104,ZYDKIyPZdb,Tina Heath,Earl,Stafford,Cochran-Velazquez,842-807-8421,538.845.2824,vazquezkarl@escobar-frost.com,irogers@mccullough-henry.com,http://terrell-villegas.com/,Direct Traffic,Closed Lost,Defense first feeling.
105,2q2aLiGEWs,Tammy Mathews,Doris,A.,Alvarado-Delgado,584.636.4550x79607,001-911-377-4709,eileenoconnor@livingston.info,kristen20@lang-berg.net,http://www.pham-maldonado.com/,Webinars,Qualified,Doctor area national spend.
106,RPTI1eVFWH,Stanley Hale,Jane,Snyder,Bond LLC,263.685.7588x2835,+1-843-862-1583x80330,mikemelton+woodardandrew@burgess.com,glennash@hall.org,http://www.spears.com/,Networking Event,Proposal Sent,Deal defense here positive campaign.
107,kiWpACmsuH,Martin Hudson,Mason,Spence,Carney-Gomez,+1-992-468-5607,431-956-9863,wpeters@page.org,tannerclaudia@brennan-mays.org,http://faulkner-nichols.com/,Cold Email,Contacted,Low expect condition focus message.
108,of56chUWaS,Blake Richmond,Roger,Bauer,Carpenter-Fry,001-669-533-7552x032,001-276-921-5217x5761,pattersonchristy@duran-hubbard.com,brownbarbara+sallison@davies.biz,http://gentry-maddox.org/,LinkedIn Outreach,Negotiation,Reach bad weight wall prepare.
109,eZBeNOvGv4,Caitlin Burgess,Shelia,L.,"Kerr, Graham and Frederick",465.818.2088x963,706-631-0454x241,blevinsbelinda+burchdaryl@bennett.com,jonwatts@morris.org,http://www.glass.org/,Social Media,Closed Lost,Responsibility talk contain mind big major condition job.
110,dzQnZiA4CP,Molly Benson,Alexis,Powell,Huang Group,(510)659-0300x5021,681.999.0345x877,atanner@case.com,xlawrence@lowery.com,http://www.galvan-bolton.biz/,Other,Contacted,Budget conference red attorney notice side fly.
111,DJi4svfbHh,Deanna Contreras,Brandon,Tucker,Nunez Group,742-473-9254x079,(865)777-4000x994,poperonnie@richard.net,haydendavid@sloan-elliott.org,http://www.morse-lang.org/,Website Form,Disqualified,Plan change heart.
112,5LBiK20lRz,Audrey Pratt,Diamond,Powell,Vance-Sherman,+1-302-569-4588x1535,442.236.2460,staceywallace@mitchell.biz,vickie73@richardson.biz,http://evans-smith.com/,Social Media,Re-engagement,Pick hour night court best.
113,OUBsma8XuS,Theodore Camacho,Jason,Shannon,Krueger-Blake,(519)279-5800,001-973-692-6884x800,fordclaudia@porter.info,kelli04@floyd.com,https://nichols.com/,Podcast,Proposal Sent,Machine tree check six inside network seat.
